SPEED,MAF,ENGINE_RPM,THROTTLE_POS,INTAKE_MANIFOLD_PRESSURE,ENGINE_LOAD,FUEL_RATE,FUEL_CONSUMPTION
30.0,16.55,1906.0,32.2,60.0,58.0,4.942757590841215,16.47585863613738
11.0,5.08,823.0,15.0,30.0,69.8,1.5171727227476357,13.792479297705778
4.0,2.92,738.0,19.0,30.0,39.2,0.8720756595321056,21.80189148830264
35.0,2.56,1340.0,18.0,30.0,26.3,0.7645594823295172,2.1844556637986208
13.0,2.42,970.0,18.0,30.0,32.9,0.7227476356396217,5.55959719722786
50.0,5.68,1375.0,20.0,30.0,40.0,1.6963663514186162,3.3927327028372325
23.0,8.9,1337.0,27.5,38.0,44.3,2.658038825286212,11.55669054472266
38.0,4.14,798.0,20.0,30.0,37.3,1.236436037829766,3.2537790469204366
53.0,11.0,1411.0,30.2,56.0,54.5,3.285216525634644,6.19852174648046
93.0,4.29,2192.0,19.0,30.0,24.7,1.2812344449975113,1.377671446233883
55.0,3.1,1583.0,18.0,30.0,24.7,0.9258337481333998,1.6833340875152722
30.0,9.51,2261.0,31.0,42.0,29.4,2.8402190144350428,9.467396714783476
14.0,2.78,1118.0,19.0,30.0,29.8,0.8302638128422101,5.930455806015787
35.0,3.3,1381.0,13.0,30.0,18.8,0.9855649576903932,2.8158998791154093
16.0,2.6,894.0,18.0,30.0,33.7,0.7765057242409159,4.8531607765057245
59.0,5.48,2123.0,26.0,39.0,17.6,1.6366351418616227,2.773957867562072
49.0,25.73,2182.0,29.0,30.0,85.5,7.684420109507219,15.682490019402486
120.0,42.76,3158.0,42.0,30.0,94.9,12.770532603285217,10.64211050273768
23.0,6.03,2031.0,24.3,20.0,20.4,1.800895968143355,7.8299824701885
58.0,2.53,1321.0,18.0,30.0,25.9,0.7555998008959681,1.3027582774068416
57.0,14.05,1543.0,31.0,40.0,61.6,4.196117471378796,7.361609598910168
25.0,2.06,1132.0,18.4,67.0,15.3,0.6152314584370333,2.460925833748133
17.0,4.13,1171.0,24.0,54.0,25.1,1.2334494773519165,7.255585160893626
39.0,3.98,820.0,20.0,33.0,35.3,1.1886510701841713,3.0478232568824906
24.0,18.24,1385.0,33.3,80.0,60.4,5.44748631159781,22.697859631657543
107.0,33.56,2683.0,31.0,30.0,85.9,10.022896963663516,9.367193423984595
14.0,6.78,1410.0,21.0,30.0,45.5,2.0248880039820807,14.463485742729148
41.0,4.21,1385.0,20.8,20.0,18.0,1.257341961174714,3.066687710182229
21.0,3.48,1467.0,20.8,32.0,17.6,1.0393230462916874,4.949157363293749
24.0,4.53,1789.0,24.0,37.0,18.0,1.3529118964659037,5.637132901941266
51.0,5.1,1822.0,23.1,33.0,19.2,1.523145843703335,2.9865604778496766
34.0,3.8,1363.0,20.8,22.0,18.8,1.1348929815828772,3.337920534067286
58.0,8.23,1995.0,26.7,31.0,27.8,2.457939273270284,4.237826333224628
58.0,14.66,1575.0,31.4,58.0,63.9,4.378297660527625,7.548789069875215
82.0,22.71,2082.0,28.0,30.0,80.4,6.782478845196616,8.271315664873923
22.0,3.76,1140.0,19.2,44.0,21.6,1.1229467396714785,5.104303362143083
41.0,18.76,2100.0,25.0,30.0,80.4,5.602787456445993,13.665335259624372
63.0,5.66,2038.0,23.5,31.0,24.3,1.6903932304629168,2.6831638578776453
41.0,2.67,1247.0,18.0,30.0,27.1,0.7974116475858637,1.944906457526497
20.0,8.56,3006.0,27.1,20.0,18.8,2.556495769039323,12.782478845196616
91.0,24.46,2314.0,28.0,30.0,79.2,7.305126928820309,8.027612009692648
48.0,10.63,1598.0,29.0,38.0,45.1,3.1747137879542064,6.61398705823793
18.0,2.75,1122.0,18.0,30.0,29.8,0.821304131408661,4.562800730048116
86.0,2.48,2054.0,18.0,30.0,23.1,0.7406669985067198,0.8612406959380463
108.0,17.64,2851.0,24.0,30.0,52.5,5.2682926829268295,4.878048780487805
51.0,8.78,1950.0,30.0,35.0,31.8,2.622200099552016,5.141568822651012
28.0,8.04,1419.0,22.0,30.0,57.3,2.4011946241911395,8.575695086396927
37.0,13.95,1689.0,31.0,20.0,57.6,4.166251866600299,11.260140180000809
9.0,4.33,787.0,20.4,37.0,41.2,1.29318068690891,14.368674298987887
38.0,15.94,1070.0,32.2,89.0,75.3,4.760577401692385,12.52783526761154
63.0,2.21,1245.0,18.0,30.0,29.8,0.6600298656047786,1.0476664533409186
16.0,4.31,1710.0,22.0,33.0,16.5,1.2872075659532105,8.045047287207566
66.0,17.14,2136.0,35.0,78.0,55.7,5.118964659034346,7.756007059142949
24.0,3.31,1921.0,20.0,30.0,48.2,0.988551518168243,4.118964659034345
15.0,2.39,824.0,19.0,30.0,33.3,0.7137879542060728,4.758586361373818
18.0,4.07,784.0,20.0,56.0,30.6,1.2155301144848183,6.752945080471213
73.0,19.54,1842.0,26.0,30.0,83.9,5.8357391737182684,7.99416325166886
74.0,9.4,1983.0,28.2,31.0,31.8,2.807366849178696,3.793738985376616
19.0,9.3,955.0,20.0,30.0,71.8,2.777501244400199,14.618427602106312
52.0,12.63,1858.0,30.2,33.0,37.3,3.7720258835241416,7.253895929854118
43.0,4.05,1551.0,21.6,20.0,17.6,1.209556993529119,2.812923240765393
18.0,3.6,1231.0,23.0,71.0,20.4,1.0751617720258837,5.973120955699354
112.0,24.23,2890.0,27.0,30.0,62.0,7.236436037829766,6.461103605205149
60.0,24.23,2151.0,34.9,21.0,74.9,7.236436037829766,12.060726729716276
56.0,23.03,2322.0,27.0,30.0,75.7,6.878048780487805,12.282229965156796
11.0,5.17,1046.0,20.0,30.0,45.1,1.5440517670482827,14.03683424589348
35.0,2.39,1091.0,18.0,30.0,37.6,0.7137879542060728,2.039394154874494
16.0,4.62,1882.0,25.0,36.0,17.3,1.3797909407665507,8.623693379790943
27.0,12.05,970.0,18.0,30.0,49.0,3.5988053758088605,13.328908799292076
111.0,37.01,2735.0,35.0,30.0,94.5,11.053260328521652,9.957892187857343
47.0,9.66,1576.0,25.1,34.0,42.7,2.885017421602788,6.1383349395804
51.0,5.55,2298.0,26.0,36.0,16.1,1.6575410652065703,3.250080520012883
58.0,24.92,1890.0,35.3,73.0,82.4,7.442508710801394,12.831911570347232
45.0,18.38,1997.0,32.5,56.0,62.4,5.489298158287706,12.198440351750458
28.0,26.45,2267.0,32.5,50.0,78.4,7.899452463912395,28.21233022825855
121.0,23.81,3199.0,27.0,30.0,74.1,7.11100049776008,5.876859915504198
45.0,2.71,1178.0,18.0,30.0,28.2,0.8093578894972624,1.7985730877716943
28.0,2.76,1347.0,19.0,30.0,32.2,0.8242906918865107,2.9438953281661098
7.0,2.09,1107.0,17.6,25.0,19.6,0.6241911398705824,8.917016283865463
80.0,2.28,1964.0,18.0,30.0,20.8,0.6809357889497263,0.8511697361871579
70.0,9.46,1927.0,21.0,30.0,43.1,2.8252862120457944,4.03612316006542
21.0,12.01,1114.0,30.2,21.0,71.8,3.5868591338974616,17.080281589987912
7.0,2.35,596.0,18.0,30.0,39.2,0.701841712294674,10.0263101756382
33.0,3.05,1420.0,20.8,30.0,20.8,0.9109009457441514,2.7603058961943985
9.0,4.45,791.0,20.8,51.0,40.4,1.329019412643106,14.766882362701178
58.0,2.67,1342.0,18.0,30.0,27.8,0.7974116475858637,1.3748476682514892
40.0,3.66,829.0,20.0,23.0,28.2,1.0930811348929816,2.732702837232454
130.0,41.9,3317.0,35.0,30.0,88.2,12.513688402190144,9.62591415553088
56.0,10.74,1811.0,31.0,58.0,39.6,3.2075659532105525,5.727796345018843
53.0,31.96,2334.0,32.0,30.0,82.0,9.545047287207566,18.009523183410504
36.0,2.54,1389.0,18.0,30.0,27.5,0.7585863613738179,2.107184337149494
105.0,19.06,2735.0,25.0,30.0,55.3,5.692384270781483,5.421318353125222
40.0,4.26,1684.0,21.2,42.0,19.2,1.2722747635639622,3.1806869089099057
42.0,22.59,2320.0,27.0,30.0,75.3,6.746640119462419,16.063428855862902
54.0,7.01,2421.0,24.3,61.0,44.3,2.093578894972623,3.876997953653006
60.0,22.18,1646.0,34.1,33.0,96.1,6.624191139870582,11.04031856645097
16.0,3.84,1202.0,24.0,46.0,22.4,1.1468392234942757,7.167745146839224
76.0,16.95,2110.0,24.0,30.0,60.0,5.062220009955202,6.660815802572634
19.0,8.68,1571.0,30.0,57.0,34.5,2.592334494773519,13.64386576196589
20.0,2.4,779.0,18.0,30.0,35.7,0.7167745146839224,3.583872573419612
43.0,9.78,2160.0,29.4,64.0,0.0,2.920856147336984,6.792688714737172
55.0,17.35,1769.0,32.5,39.0,62.4,5.181682429069189,9.4212407801258
23.0,6.49,2464.0,24.7,47.0,18.4,1.93827775012444,8.427294565758435
90.0,10.18,2344.0,22.0,30.0,40.0,3.040318566450971,3.378131740501079
74.0,5.87,2427.0,26.0,26.0,15.7,1.75311100049776,2.369068919591568
15.0,4.41,801.0,20.8,35.0,42.4,1.3170731707317074,8.78048780487805
10.0,3.74,782.0,20.0,39.0,32.5,1.116973618715779,11.16973618715779
105.0,21.73,2753.0,26.0,30.0,59.2,6.489795918367348,6.180758017492712
1.0,3.02,801.0,13.0,30.0,34.1,0.9019412643106024,90.19412643106024
47.0,2.61,1490.0,13.0,30.0,14.5,0.7794922847187656,1.6584942228058843
51.0,5.01,1844.0,22.7,18.0,18.0,1.496266799402688,2.933856469417035
40.0,10.5,2046.0,28.6,33.0,34.9,3.1358885017421603,7.8397212543554
43.0,16.92,1868.0,32.2,50.0,54.9,5.053260328521654,11.751768205864312
93.0,18.0,2403.0,24.0,30.0,58.4,5.375808860129418,5.78043963454776
5.0,9.22,550.0,29.4,37.0,55.7,2.753608760577402,55.07217521154804
40.0,23.8,1405.0,38.4,64.0,100.0,7.10801393728223,17.770034843205575
109.0,18.5,2825.0,24.0,30.0,53.7,5.525136884021902,5.068932921121011
25.0,17.77,2321.0,35.0,55.0,50.6,5.307117969138875,21.2284718765555
77.0,19.62,1867.0,27.0,30.0,81.6,5.8596316575410645,7.609911243559823
54.0,2.71,1303.0,19.0,30.0,27.1,0.8093578894972624,1.498810906476412
19.0,10.22,888.0,29.8,91.0,85.5,3.0522648083623696,16.06455162295984
58.0,23.19,1863.0,34.9,85.0,84.7,6.9258337481334,11.941092669195516
50.0,4.41,1660.0,22.0,51.0,17.6,1.3170731707317074,2.6341463414634148
55.0,25.59,2417.0,28.0,30.0,80.0,7.642608262817323,13.895651386940584
128.0,29.98,3204.0,28.0,30.0,69.4,8.953708312593331,6.99508461921354
69.0,26.5,2332.0,29.0,30.0,82.0,7.914385266301643,11.470123574350207
33.0,3.67,1323.0,20.4,20.0,18.0,1.0960676953708313,3.3214172586994883
41.0,18.83,2648.0,35.0,39.0,47.8,5.623693379790941,13.716325316563273
28.0,2.53,922.0,18.0,30.0,30.6,0.7555998008959681,2.6985707174856004
51.0,6.28,1414.0,20.0,30.0,43.5,1.8755599800895968,3.677568588410974
42.0,15.36,1282.0,49.0,30.0,95.3,4.587356893977103,10.922278318993104
29.0,4.58,804.0,24.3,59.0,42.0,1.3678446988551518,4.716705858121213
73.0,2.48,1507.0,18.0,30.0,28.6,0.7406669985067198,1.014612326721534
29.0,11.48,2210.0,32.0,56.0,36.1,3.428571428571429,11.822660098522167
49.0,8.33,1656.0,27.1,29.0,34.5,2.4878048780487805,5.07715281234445
104.0,6.06,2817.0,20.0,30.0,43.5,1.809855649576904,1.7402458169008692
48.0,19.18,1348.0,34.1,67.0,87.8,5.72822299651568,11.933797909407668
88.0,15.1,2285.0,23.0,30.0,49.8,4.509706321553011,5.124666274492058
47.0,18.23,2345.0,35.0,62.0,56.9,5.44449975111996,11.584042023659489
59.0,9.35,2085.0,29.8,61.0,16.9,2.7924340467894475,4.732939062354996
76.0,16.16,2178.0,21.0,30.0,57.3,4.826281732205077,6.3503707002698375
64.0,25.0,2129.0,34.9,63.0,82.7,7.466401194624192,11.6662518666003
20.0,3.01,773.0,19.0,30.0,38.4,0.8989547038327527,4.494773519163763
66.0,14.94,1991.0,34.0,70.0,50.6,4.461921353907417,6.760486899859723
53.0,9.8,1490.0,18.0,30.0,51.8,2.926829268292683,5.522319374137138
82.0,19.64,2141.0,25.0,30.0,70.6,5.865604778496765,7.153176559142397
14.0,4.37,1059.0,24.0,39.0,27.8,1.3051269288203085,9.322335205859346
46.0,7.94,1254.0,17.0,30.0,40.0,2.3713290194126437,5.155063085679659
36.0,3.61,991.0,20.0,48.0,23.9,1.078148332503733,2.9948564791770367
52.0,16.87,1383.0,32.5,64.0,83.5,5.038327526132404,9.68909139640847
33.0,3.3,1413.0,20.4,32.0,13.7,0.9855649576903932,2.9865604778496766
41.0,10.44,1662.0,20.0,30.0,15.7,3.1179691388750626,7.604802777744054
75.0,6.75,2034.0,20.0,30.0,39.2,2.015928322548532,2.687904430064709
52.0,15.01,1725.0,31.4,50.0,60.4,4.4828272772523645,8.620821687023778
5.0,3.11,698.0,13.0,30.0,33.3,0.9288203086112496,18.576406172224992
16.0,3.99,1166.0,24.0,70.0,21.2,1.191637630662021,7.447735191637632
24.0,18.35,1895.0,25.0,30.0,61.6,5.480338476854157,22.834743653558988
14.0,11.81,1442.0,22.0,30.0,62.4,3.527127924340468,25.1937708881462
54.0,6.3,1836.0,27.5,40.0,21.2,1.8815331010452965,3.484320557491289
88.0,28.56,2313.0,31.0,30.0,85.9,8.529616724738677,9.692746278112132
19.0,9.67,1182.0,22.0,30.0,39.6,2.888003982080637,15.200020958319143
56.0,8.68,1716.0,27.5,30.0,33.7,2.592334494773519,4.629168740666999
1.0,4.52,897.0,15.0,30.0,43.9,1.349925335988054,134.99253359880538
57.0,7.04,1983.0,29.0,41.0,23.5,2.102538576406172,3.6886641691336353
12.0,5.65,1343.0,20.0,30.0,40.0,1.6874066699850674,14.06172224987556
12.0,6.3,1230.0,16.0,30.0,40.0,1.8815331010452965,15.679442508710803
15.0,8.19,1214.0,22.4,38.0,46.3,2.445993031358885,16.306620209059233
56.0,14.45,1777.0,31.0,63.0,43.1,4.315579890492783,7.706392661594255
86.0,20.14,2417.0,26.0,30.0,49.0,6.014932802389248,6.99410790975494
35.0,4.02,1857.0,13.0,30.0,28.6,1.2005973120955695,3.430278034558771
2.0,4.67,1084.0,25.0,45.0,30.2,1.394723743155799,69.73618715778996
17.0,5.57,870.0,19.0,30.0,35.7,1.6635141861622698,9.785377565660411
74.0,10.7,1891.0,22.0,30.0,60.8,3.1956197112991536,4.318405015269127
30.0,2.22,1210.0,12.0,30.0,18.8,0.6630164260826282,2.2100547536087607
28.0,11.29,2081.0,31.0,32.0,36.9,3.371826779492285,12.042238498186732
35.0,8.59,2273.0,23.5,74.0,30.2,2.5654554504728724,7.329872715636779
26.0,11.26,1678.0,29.4,23.0,40.4,3.362867098058736,12.93410422330283
14.0,3.12,845.0,19.0,30.0,33.7,0.931806869089099,6.6557633506364215
19.0,3.85,1457.0,19.0,30.0,60.0,1.1498257839721255,6.051714652484871
21.0,3.51,1318.0,23.0,35.0,17.6,1.0482827277252365,4.991822512977316
66.0,13.89,1863.0,30.2,35.0,50.6,4.148332503733201,6.2853522783836375
91.0,28.06,2317.0,30.0,30.0,87.1,8.380288700846192,9.209108462468343
49.0,14.73,2650.0,33.0,51.0,37.6,4.399203583872573,8.977966497699128
143.0,39.67,3574.0,31.0,30.0,86.3,11.847685415629668,8.285094696244522
51.0,14.17,2156.0,33.0,29.0,46.3,4.231956197112991,8.297953327672532
83.0,19.92,1921.0,27.0,30.0,89.4,5.949228471876556,7.167745146839224
18.0,4.07,1568.0,24.0,31.0,18.0,1.2155301144848183,6.752945080471213
58.0,25.95,2265.0,30.0,30.0,89.8,7.750124440019911,13.362283517275708
26.0,2.56,810.0,20.0,30.0,32.5,0.7645594823295172,2.9406133935750662
15.0,3.98,1310.0,24.0,85.0,20.8,1.1886510701841713,7.924340467894475
26.0,3.54,1160.0,19.2,23.0,18.0,1.0572424091587855,4.066316958303021
48.0,12.62,2181.0,32.0,26.0,37.6,3.769039323046292,7.852165256346442
8.0,2.45,675.0,18.0,30.0,39.6,0.7317073170731707,9.146341463414634
41.0,17.18,1901.0,26.0,30.0,70.2,5.130910900945745,12.514416831574987
21.0,3.44,864.0,19.6,50.0,31.8,1.0273768043802889,4.892270497048994
50.0,12.0,1518.0,23.0,30.0,36.1,3.583872573419612,7.167745146839224
13.0,2.69,1134.0,13.0,30.0,17.6,0.803384768541563,6.179882834935101
88.0,30.64,2187.0,37.0,30.0,96.5,9.150821304131409,10.3986605728766
59.0,13.14,1785.0,23.0,30.0,62.0,3.924340467894474,6.651424521855041
34.0,11.97,1842.0,29.4,19.0,51.8,3.5749128919860627,10.51444968231195
50.0,10.04,1701.0,28.6,20.0,41.2,2.9985067197610755,5.997013439522151
55.0,6.47,2199.0,31.0,71.0,19.6,1.932304629168741,3.513281143943165
65.0,30.87,2580.0,31.0,30.0,85.1,9.21951219512195,14.183864915572231
20.0,2.83,1076.0,22.0,55.0,18.4,0.8451966152314584,4.225983076157292
39.0,3.44,1120.0,18.8,20.0,20.0,1.0273768043802889,2.6342994984109964
51.0,5.86,2038.0,23.9,36.0,19.6,1.7501244400199103,3.431616549058648
16.0,6.01,1275.0,20.0,30.0,51.0,1.7949228471876555,11.218267794922848
79.0,19.54,2014.0,26.0,30.0,76.5,5.8357391737182684,7.387011612301605
49.0,8.66,1843.0,30.0,53.0,29.8,2.58636137381782,5.278288517995551
25.0,3.5,1264.0,19.0,30.0,48.2,1.0452961672473868,4.181184668989547
55.0,36.41,2370.0,37.3,45.0,100.0,10.874066699850673,19.771030363364854
19.0,20.67,1624.0,34.1,66.0,82.0,6.173220507715282,32.49063425113306
40.0,3.13,1663.0,13.0,30.0,14.9,0.9347934295669488,2.336983573917372
45.0,11.54,1932.0,31.0,53.0,39.6,3.4464907914385265,7.658868425418948
17.0,8.46,1196.0,22.0,30.0,44.7,2.526630164260827,14.862530378004864
71.0,45.1,2397.0,83.1,19.0,100.0,13.469387755102042,18.97096866915781
48.0,5.42,1822.0,23.5,19.0,19.6,1.6187157789945248,3.372324539571927
66.0,3.33,1867.0,13.0,30.0,14.1,0.9945246391239424,1.5068555138241548
28.0,5.12,1820.0,22.7,20.0,18.8,1.5291189646590344,5.461139159496551
14.0,2.68,917.0,18.0,30.0,31.4,0.8003982080637133,5.717130057597952
60.0,15.35,1911.0,24.0,30.0,68.2,4.584370333499254,7.640617222498756
28.0,3.89,1190.0,19.0,30.0,36.9,1.1617720258835242,4.149185806726872
114.0,24.39,2879.0,27.0,30.0,64.3,7.284221005475362,6.389667548662597
39.0,16.7,1852.0,32.2,33.0,60.0,4.987555998008959,12.788605123099895
24.0,13.22,1495.0,30.6,40.0,58.4,3.948232951717273,16.4509706321553
39.0,7.67,2122.0,29.0,25.0,23.9,2.290691886510702,5.873568939771031
40.0,4.0,787.0,20.0,32.0,34.1,1.1946241911398707,2.9865604778496766
37.0,5.28,1875.0,23.1,19.0,19.2,1.5769039323046292,4.261902519742241
42.0,2.58,1415.0,13.0,30.0,17.3,0.7705326032852166,1.8346014363933727
41.0,21.0,1800.0,33.7,44.0,79.2,6.2717770034843205,15.297017081669074
34.0,11.25,1627.0,29.8,63.0,20.8,3.3598805375808865,9.882001581120257
80.0,26.35,2120.0,30.0,30.0,90.2,7.869586859133898,9.836983573917372
55.0,18.46,1435.0,33.3,21.0,89.8,5.513190642110502,10.02398298565546
78.0,3.48,1798.0,19.0,30.0,27.1,1.0393230462916874,1.3324654439637018
12.0,4.44,1003.0,25.0,66.0,31.0,1.3260328521652565,11.050273768043803
36.0,2.87,1029.0,19.0,30.0,34.9,0.8571428571428572,2.3809523809523814
24.0,9.68,1541.0,28.2,28.0,42.7,2.890990542558487,12.04579392732703
83.0,38.1,2638.0,44.0,30.0,98.4,11.378795420607268,13.709392073020805
60.0,16.1,1971.0,24.0,30.0,70.2,4.80836236933798,8.013937282229966
116.0,34.75,2875.0,32.0,30.0,84.7,10.378297660527624,8.946808328041056
3.0,4.08,692.0,13.0,30.0,39.2,1.218516674962668,40.61722249875561
114.0,39.29,2787.0,37.0,30.0,94.1,11.73419611747138,10.293154489009982
77.0,21.71,2119.0,26.0,30.0,47.8,6.483822797411648,8.420549087547595
7.0,2.29,834.0,18.0,30.0,32.9,0.6839223494275759,9.7703192775368
43.0,3.16,1520.0,13.0,30.0,17.3,0.9437531110004976,2.1947746767453435
37.0,6.8,1902.0,29.0,57.0,24.3,2.0308611249377804,5.48881385118319
108.0,28.96,2849.0,29.0,30.0,66.3,8.649079143852664,8.008406614678393
30.0,5.35,1035.0,23.1,21.0,37.3,1.5978098556495768,5.326032852165255
61.0,9.68,1785.0,22.0,30.0,53.7,2.890990542558487,4.739328758292602
15.0,4.19,802.0,20.4,63.0,38.0,1.2513688402190146,8.34245893479343
15.0,2.67,685.0,18.0,30.0,40.8,0.7974116475858637,5.316077650572424
106.0,29.03,2793.0,29.0,30.0,80.0,8.669985067197612,8.179231195469445
18.0,2.67,981.0,18.0,30.0,30.6,0.7974116475858637,4.430064708810353
49.0,31.0,1927.0,38.0,81.0,100.0,9.258337481333998,18.894566288436728
9.0,2.05,1110.0,12.0,30.0,16.5,0.6122448979591837,6.802721088435375
54.0,21.02,1871.0,34.5,19.0,62.4,6.27775012444002,11.625463193407445
33.0,8.47,1691.0,27.1,46.0,33.7,2.5296167247386765,7.665505226480838
51.0,8.27,1576.0,30.0,53.0,36.5,2.4698855151816828,4.842912774866045
37.0,19.91,1777.0,33.7,53.0,75.3,5.9462419113987055,16.070924084861364
37.0,14.32,1824.0,24.0,30.0,70.2,4.276754604280737,11.558796227785775
26.0,9.82,1657.0,22.0,30.0,56.5,2.9328023892483825,11.280009189416855
8.0,4.71,1079.0,20.0,30.0,42.4,1.4066699850671978,17.583374813339972
69.0,22.96,2228.0,27.0,30.0,82.0,6.857142857142858,9.937888198757763
28.0,14.0,1353.0,29.4,20.0,72.2,4.181184668989547,14.932802389248383
43.0,6.37,2227.0,25.1,28.0,19.2,1.902439024390244,4.424276800907544
89.0,21.42,2196.0,26.0,30.0,72.9,6.397212543554008,7.187879262420234
57.0,24.82,2159.0,28.0,30.0,80.0,7.412643106022897,13.004637028110348
83.0,13.07,2152.0,22.0,30.0,54.1,3.903434544549528,4.70293318620425
51.0,6.68,1732.0,26.7,38.0,30.2,1.995022399203584,3.91180862588938
75.0,2.17,1526.0,18.0,30.0,25.5,0.6480836236933798,0.8641114982578397
35.0,24.83,2190.0,34.9,19.0,76.5,7.415629666500748,21.18751333285928
35.0,3.64,933.0,20.8,33.0,17.3,1.0871080139372822,3.106022896963663
23.0,10.15,1468.0,22.0,30.0,59.6,3.0313588850174216,13.17982123920618
46.0,4.74,1952.0,25.0,25.0,16.1,1.4156296665007466,3.077455796740753
44.0,14.07,1440.0,31.0,57.0,67.1,4.2020905923344944,9.550205891669306
35.0,4.02,1689.0,24.0,25.0,15.7,1.2005973120955695,3.430278034558771
61.0,21.62,1865.0,34.1,63.0,77.3,6.456943753111001,10.585153693624592
77.0,16.77,2143.0,22.0,30.0,60.4,5.008461921353907,6.504496001758321
50.0,4.24,1791.0,24.0,27.0,16.1,1.266301642608263,2.532603285216526
31.0,6.79,2364.0,27.5,46.0,18.4,2.0278745644599305,6.54153085309655
47.0,3.96,1194.0,24.0,26.0,22.0,1.182677949228472,2.5163360621882385
20.0,11.9,1332.0,23.0,30.0,59.2,3.554006968641115,17.770034843205575
55.0,8.67,1834.0,27.1,28.0,32.2,2.58934793429567,4.707905335083036
44.0,16.31,1662.0,24.0,30.0,69.8,4.871080139372822,11.070636680392775
41.0,5.41,1198.0,26.0,84.0,31.0,1.615729218516675,3.94080297199189
14.0,2.77,1054.0,13.0,30.0,34.1,0.8272772523643604,5.909123231174003
7.0,2.69,752.0,13.0,30.0,31.8,0.803384768541563,11.47692526487947
44.0,5.65,1500.0,22.7,20.0,45.9,1.6874066699850674,3.835015159056971
69.0,22.17,2128.0,27.0,30.0,84.3,6.621204579392733,9.59594866578657
39.0,15.86,1321.0,37.0,30.0,95.3,4.736684917869587,12.14534594325535
30.0,28.56,2446.0,30.0,30.0,86.7,8.529616724738677,28.43205574912892
27.0,6.44,803.0,27.5,68.0,38.4,1.923344947735192,7.123499806426635
5.0,5.9,1121.0,20.0,30.0,43.9,1.7620706819313092,35.241413638626184
18.0,4.24,808.0,20.4,33.0,38.0,1.266301642608263,7.03500912560146
17.0,8.31,1775.0,22.0,30.0,66.3,2.481831757093081,14.599010335841657
24.0,18.26,1714.0,25.0,30.0,61.6,5.453459432553509,22.72274763563962
39.0,8.43,1717.0,21.0,30.0,56.1,2.517670482827277,6.455565340582761
86.0,9.7,1880.0,22.0,30.0,25.5,2.896963663514186,3.3685623994351004
48.0,12.69,1528.0,21.0,30.0,90.2,3.7899452463912393,7.8957192633150814
47.0,15.16,2363.0,33.0,45.0,47.1,4.5276256844201095,9.633246137064065
67.0,12.5,1754.0,22.0,30.0,57.6,3.733200597312096,5.5719411900180535
50.0,9.75,1642.0,22.0,30.0,54.9,2.9118964659034345,5.823792931806869
73.0,4.33,2291.0,14.0,30.0,14.1,1.29318068690891,1.7714803930259042
59.0,11.67,1793.0,22.0,30.0,58.0,3.4853160776505723,5.907315385848428
8.0,2.72,758.0,13.0,30.0,31.4,0.8123444499751121,10.154305624688902
24.0,11.02,986.0,48.0,30.0,97.3,3.291189646590344,13.713290194126431
22.0,4.84,932.0,20.0,30.0,46.7,1.4454952712792437,6.570433051269288
46.0,23.74,2165.0,27.5,52.0,76.1,7.090094574415133,15.413249074815509
34.0,13.3,1288.0,31.8,70.0,68.6,3.97212543554007,11.6827218692355
103.0,33.93,2920.0,33.0,30.0,84.3,10.133399701343953,9.83825213722714
1.0,5.44,803.0,23.5,32.0,46.3,1.6246888999502245,162.46888999502244
18.0,7.63,958.0,17.0,30.0,63.1,2.278745644599303,12.659698025551682
3.0,2.64,632.0,18.0,30.0,39.6,0.7884519661523146,26.28173220507715
33.0,15.36,1595.0,33.3,72.0,65.1,4.587356893977103,13.90108149690031
6.0,5.16,1107.0,15.0,30.0,34.9,1.541065206570433,25.68442010950721
51.0,13.16,1714.0,30.6,43.0,51.4,3.9303135888501743,7.706497233039558
57.0,24.59,1683.0,35.7,52.0,97.3,7.343952215032355,12.88412669303922
51.0,8.72,1720.0,27.1,29.0,34.1,2.6042807366849186,5.106432817029252
33.0,6.46,1785.0,23.1,56.0,43.5,1.929318068690891,5.846418389972397
11.0,5.02,1036.0,26.0,81.0,32.9,1.4992533598805378,13.629575998913978
54.0,11.74,2699.0,29.8,27.0,29.0,3.5062220009955203,6.49300370554726
114.0,20.31,2900.0,26.0,30.0,55.3,6.065704330512694,5.320793272379556
38.0,23.98,1376.0,56.9,24.0,100.0,7.161772025883524,18.846768489167168
81.0,11.76,2217.0,22.0,30.0,39.6,3.5121951219512195,4.336043360433604
37.0,9.08,1847.0,30.0,28.0,38.4,2.711796913887506,7.3291808483446115
15.0,2.71,1197.0,18.0,30.0,27.5,0.8093578894972624,5.395719263315082
11.0,4.36,788.0,20.4,38.0,39.6,1.3021403683424593,11.837639712204174
59.0,16.17,1981.0,24.0,30.0,71.4,4.829268292682928,8.185200496072758
61.0,26.56,1875.0,36.1,79.0,93.7,7.93230462916874,13.003778080604492
18.0,26.86,1487.0,59.2,22.0,100.0,8.021901443504232,44.56611913057907
36.0,3.48,835.0,19.6,33.0,30.6,1.0393230462916874,2.887008461921354
26.0,4.59,1076.0,25.0,60.0,30.2,1.3708312593330014,5.272427920511544
8.0,4.76,1065.0,20.0,30.0,40.8,1.421602787456446,17.770034843205575
14.0,4.04,795.0,20.4,32.0,38.0,1.2065704330512692,8.618360236080495
120.0,42.15,3016.0,42.0,30.0,97.3,12.588352414136388,10.490293678446989
